02/21/04|C2|A21|2|13|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
03/03/04|C2|A21|2|4|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
09/01/04|C2|A21|2|4|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
01/14/05|C2|A21|2|3|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
01/14/05|C2|A21|2|5|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
02/14/05|C2|A21|2|22|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
03/26/05|C2|A21|2|32|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
06/07/05|C2|A21|2|4|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
07/07/05|C2|A21|2|2|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
09/18/05|C2|A21|2|33|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
12/07/05|C2|A21|2|33|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
12/12/05|C2|A21|2|19|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
01/08/06|C2|A21|2|3|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
01/08/06|C2|A21|2|31|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
01/08/06|C2|A21|2|33|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
01/16/06|C2|A21|2|22|4|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
02/08/06|C2|A21|2|22|3|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
02/09/06|C2|A21|2|22|11|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
02/10/06|C2|A21|2|22|2|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
02/10/06|C2|A21|2|31|2|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
02/10/06|C2|A21|2|32|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
02/11/06|C2|A21|2|10|2|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
02/11/06|C2|A21|2|23|2|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
02/11/06|C2|A22|2|5|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A22 2 B 4 258 105 268 115 281 128 293 140 w 1 P 3 295 137 300 147 290 142 |A22 1 A 2 color S 7 -magenta A 1 filled E 315 162 27 18 < T 315 167 0 26 3 -A22 >
02/11/06|C2|A22|2|10|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A22 2 B 4 258 105 268 115 281 128 293 140 w 1 P 3 295 137 300 147 290 142 |A22 1 A 2 color S 7 -magenta A 1 filled E 315 162 27 18 < T 315 167 0 26 3 -A22 >
02/11/06|C2|A22|2|23|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A22 2 B 4 258 105 268 115 281 128 293 140 w 1 P 3 295 137 300 147 290 142 |A22 1 A 2 color S 7 -magenta A 1 filled E 315 162 27 18 < T 315 167 0 26 3 -A22 >
02/11/06|C2|A22|2|31|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A22 2 B 4 258 105 268 115 281 128 293 140 w 1 P 3 295 137 300 147 290 142 |A22 1 A 2 color S 7 -magenta A 1 filled E 315 162 27 18 < T 315 167 0 26 3 -A22 >
02/11/06|C2|A22|2|32|2|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A22 2 B 4 258 105 268 115 281 128 293 140 w 1 P 3 295 137 300 147 290 142 |A22 1 A 2 color S 7 -magenta A 1 filled E 315 162 27 18 < T 315 167 0 26 3 -A22 >
02/11/06|C2|A22|2|33|3|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A22 2 B 4 258 105 268 115 281 128 293 140 w 1 P 3 295 137 300 147 290 142 |A22 1 A 2 color S 7 -magenta A 1 filled E 315 162 27 18 < T 315 167 0 26 3 -A22 >
02/14/06|C2|A21|2|23|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
02/14/06|C2|A22|2|22|3|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A22 2 B 4 258 105 268 115 281 128 293 140 w 1 P 3 295 137 300 147 290 142 |A22 1 A 2 color S 7 -magenta A 1 filled E 315 162 27 18 < T 315 167 0 26 3 -A22 >
03/09/06|C2|A21|2|4|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
03/09/06|C2|A22|2|4|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A22 2 B 4 258 105 268 115 281 128 293 140 w 1 P 3 295 137 300 147 290 142 |A22 1 A 2 color S 7 -magenta A 1 filled E 315 162 27 18 < T 315 167 0 26 3 -A22 >
03/10/06|C2|A21|2|4|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
03/10/06|C2|A21|2|31|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
03/10/06|C2|A22|2|4|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A22 2 B 4 258 105 268 115 281 128 293 140 w 1 P 3 295 137 300 147 290 142 |A22 1 A 2 color S 7 -magenta A 1 filled E 315 162 27 18 < T 315 167 0 26 3 -A22 >
03/10/06|C2|A22|2|31|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A22 2 B 4 258 105 268 115 281 128 293 140 w 1 P 3 295 137 300 147 290 142 |A22 1 A 2 color S 7 -magenta A 1 filled E 315 162 27 18 < T 315 167 0 26 3 -A22 >
03/16/06|C2|A21|2|33|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A21 2 B 4 243 108 243 116 243 125 243 134 w 1 P 3 247 134 243 144 240 134 |A21 1 A 2 color S 7 -magenta A 1 filled E 243 162 27 18 < T 243 167 0 25 3 -A21 >
03/16/06|C2|A22|2|33|1|C2 1 A 2 color S 7 -magenta A 1 filled E 243 90 27 18 < T 243 95 0 17 2 -C2 >|C2->A22 2 B 4 258 105 268 115 281 128 293 140 w 1 P 3 295 137 300 147 290 142 |A22 1 A 2 color S 7 -magenta A 1 filled E 315 162 27 18 < T 315 167 0 26 3 -A22 >
